Participant,Activity,Mean,Std,Skewness,Max,Min,Max-Min,Max PSD,Max Frequency,Frequency Centroid,Frequency Bandwidth,Frequency Skewness,Spectral Entropy
Avraam,biking,2.6125466093348186,1.1195677672542128,0.3258990720122671,5.6171080867658825,0.5137444710045511,5.103363615761332,62.1445756,0.03515625,0.05636039689546506,0.04681932356862763,2.8731606671694845,-1329.0200802466966
Avraam,biking,2.605852560405884,1.1459136060813009,0.5756148340677578,6.203023185099695,0.3032586629096633,5.899764522190031,53.8810551,0.0390625,0.058838088812841714,0.049301101977391334,2.703687615639519,-1375.3562732111784
Avraam,biking,2.5839471010803963,1.2055074201958116,0.5548047532484074,6.037705024970259,0.20185697106997072,5.835848053900288,72.9700318,0.05859375,0.061440458603082254,0.04938164644537227,2.7409443815712473,-1593.611808528837
Avraam,biking,2.518678044623653,1.1655482856666226,0.5208898583457906,6.0003098569088715,0.1464053397798121,5.85390451712906,58.5744005,0.05859375,0.0635073275545162,0.05075162495888717,2.422441798078564,-1334.2393052791963
Avraam,biking,2.4376419248882564,1.1561736772651592,0.5205916173480208,5.972967947462988,0.1571904214520662,5.815777526010922,62.1036243,0.0390625,0.0607049555818337,0.04868395429923106,2.6491496243814603,-1389.0175643303999
Avraam,upstairs,5.265007158722185,4.632690225445113,2.206963398603988,41.610643510961374,0.05159134382119484,41.55905216714018,1209.13072,0.00390625,0.06217702376148,0.09671351019341463,2.153103945287094,-32073.6992983235
Avraam,upstairs,4.838755985912161,2.597349998557992,1.9726914801549826,20.334889467438398,0.47124400686269435,19.863645460575704,148.80623081,0.03125,0.14186624561670055,0.12719972092408088,1.0002731774753622,-7752.849931053065
Avraam,upstairs,4.512707328067159,2.6553616443903554,1.8716430275913973,20.997050293395716,0.20807109332324794,20.78897920007247,194.74139869,0.03125,0.1331384885450667,0.12491377336630609,1.1478492567528782,-8227.97479206266
Avraam,upstairs,4.173453080080574,2.916701450362346,2.1187710091367715,23.521261418219208,0.052241202018044046,23.469020216201162,215.60922459,0.03125,0.09890919517699807,0.10861395901747094,1.5759456433591434,-11223.0063544012
Avraam,upstairs,3.359818307818005,2.768354509851623,1.5686517053686218,20.01117679794072,0.030202375042958557,19.980974422897763,453.258329,0.00390625,0.05626101827706963,0.09419057771266796,2.546578374142522,-11060.409749322725
Avraam,upstairs,3.4329096580710514,2.8951965934148345,2.0586442745236155,23.521261418219208,0.030202375042958557,23.49105904317625,345.939927,0.00390625,0.06183613118399339,0.08641059336689887,2.3250299674322914,-12642.781613367919
Avraam,downstairs,6.659238301520449,4.4322975186902225,1.282583290011335,29.30505492342432,0.1271450537031236,29.177909869721194,513.64261858,0.00390625,0.09366226762527449,0.09940636515000982,1.6684080514364148,-29786.770343240623
Avraam,downstairs,6.565341052549587,3.282624059336322,1.5618096093523557,26.68582650429574,0.6549472469927063,26.030879257303035,193.85534131,0.04296875,0.13627160985829984,0.11468051843325493,1.2658359163540713,-14656.533477020246
Avraam,downstairs,6.750355082352273,3.5800002372982473,1.4906423986620758,22.546278247285144,0.77083642674959,21.775441820535555,317.20825006,0.08203125,0.13152752193819855,0.11075528638997051,1.413159388456958,-19711.037152495916
Avraam,downstairs,6.841039577024159,3.708744584851758,1.3387083336746965,22.31931842187386,0.7326987795243335,21.586619642349525,254.62962781,0.078125,0.12914327300629894,0.112895474534743,1.3852557998225306,-19412.698498897484
Avraam,downstairs,5.106655328082936,4.046071100575935,1.171599450423374,28.750531277641088,0.021129222836455103,28.729402054804634,236.9989403,0.07421875,0.13670504436903036,0.12060434483506852,1.2095235154074107,-16935.570017471196
Avraam,downstairs,2.2877799988921286,3.896403451352377,2.1760114270259208,17.097014740309966,0.02621370986815601,17.07080103044181,592.187756,0.00390625,0.009622144488205843,0.032830769753358045,8.438207737600992,-6992.175564230184
